English words/sentences,French words/sentences
Didn't I tell you not to dance?,Ne t'ai-je pas dit de ne pas danser ?
Didn't you read the prospectus?,N'as-tu pas lu le prospectus ?
Didn't you read the prospectus?,N'avez-vous pas lu le prospectus ?
Dinosaurs once ruled the earth.,Les dinosaures régnèrent autrefois sur la Terre.
Disease and famine go together.,Famine et maladie vont de pair.
Do I really have to drink that?,Est-ce que je dois vraiment boire ça ?
Do whatever you think is right.,Faites ce qui vous paraît juste.
Do you believe Tom is innocent?,Crois-tu que Tom soit innocent ?
Do you believe Tom is innocent?,Croyez-vous que Tom soit innocent ?
Do you care about your privacy?,Ta vie privée est-elle importante pour toi ?
Do you consider them dangerous?,Les considères-tu dangereux ?
Do you consider them dangerous?,Les considères-tu dangereuses ?
Do you consider them dangerous?,Les considérez-vous dangereux ?
Do you consider them dangerous?,Les considérez-vous dangereuses ?
Do you enjoy working from home?,Aimes-tu travailler chez toi ?
Do you guys need anything else?,Avez-vous besoin de quelque chose d'autre ?
Do you have a lot of free time?,Avez-vous beaucoup de temps libre ?
Do you have a lot of free time?,Est-ce que tu as beaucoup de temps libre ?
Do you have a room of your own?,As-tu ta propre chambre ?
Do you have any aspirin on you?,As-tu de l'aspirine avec toi ?
Do you have any aspirin on you?,Avez-vous de l'aspirine avec vous ?
Do you have any cough medicine?,As-tu des médicaments contre la toux ?
Do you have any food allergies?,As-tu une quelconque allergie alimentaire ?
Do you have any food allergies?,Avez-vous une quelconque allergie alimentaire ?
Do you have any food allergies?,Souffres-tu d'une quelconque allergie alimentaire ?
Do you have any food allergies?,Souffrez-vous d'une quelconque allergie alimentaire ?
Do you have any foreign stamps?,Avez-vous des timbres étrangers ?
Do you have any ideas about it?,En as-tu une idée ?
Do you have any ideas about it?,As-tu des idées là-dessus ?
Do you have any money with you?,Avez-vous le moindre argent sur vous ?
Do you have any money with you?,As-tu le moindre argent sur toi ?
Do you have any plans later on?,Avez-vous le moindre projet pour plus tard ?
Do you have any plans later on?,As-tu le moindre projet pour plus tard ?
Do you have change for a fifty?,Avez-vous la monnaie de cinquante ?
Do you have change for a fifty?,As-tu la monnaie de cinquante ?
Do you have children's clothes?,Auriez-vous des vêtements pour enfants ?
Do you have much time to spare?,As-tu beaucoup de temps libre ?
Do you have rain gear with you?,Avez-vous des vêtements de pluie avec vous ?
Do you have rain gear with you?,"As-tu une tenue pour la pluie, avec toi ?"
Do you have the train schedule?,Avez-vous l'horaire des trains ?
Do you have this symptom often?,Présentes-tu souvent ce symptôme ?
Do you know anyone from Boston?,Connais-tu quelqu'un de Boston ?
Do you know anyone from Boston?,Connaissez-vous quelqu'un de Boston ?
"Do you know him, by any chance?",Le connaissez-vous par hasard ?
Do you know how many there are?,Sais-tu combien il y en a ?
Do you know how many there are?,Savez-vous combien il y en a ?
Do you know how to drive a car?,Savez-vous conduire une voiture ?
Do you know when she will come?,Sais-tu quand elle viendra ?
Do you know when she will come?,Savez-vous quand elle viendra ?
Do you know where Tom is going?,Sais-tu où va Tom ?
Do you know where Tom is going?,Savez-vous où va Tom ?
Do you know where she was born?,Savez-vous où elle est née ?
"Do you know where you are, Tom?","Tu sais où tu es, Tom ?"
Do you know who that person is?,Sais-tu qui est cette personne ?
Do you know who that person is?,Savez-vous qui est cette personne ?
Do you know why Tom didn't win?,Sais-tu pourquoi Tom n'a pas gagné ?
Do you know why Tom didn't win?,Savez-vous pourquoi Tom n'a pas gagné ?
Do you know why she's so angry?,Sais-tu pourquoi elle est tellement en colère ?
Do you know why she's so angry?,Savez-vous pourquoi elle est tellement en colère ?
Do you like playing volleyball?,Aimes-tu jouer au volley ?
Do you like playing volleyball?,Aimez-vous jouer au volley-ball ?
Do you like to be kept waiting?,Aimes-tu qu'on te fasse attendre ?
Do you like to be kept waiting?,Aimez-vous qu'on vous fasse attendre ?
Do you like to be kept waiting?,Aimez-vous qu'on vous fasse faire le pied-de-grue ?
Do you like your hot chocolate?,Aimez-vous votre chocolat chaud?
Do you look up to your parents?,Respectes-tu tes parents ?
Do you mind if I don't do this?,Cela te dérange-t-il que je ne le fasse pas ?
Do you mind if I open the door?,Vois-tu un inconvénient à ce que j'ouvre la porte ?
Do you mind if I open the door?,Voyez-vous un inconvénient à ce que j'ouvre la porte ?
Do you mind if I walk with you?,Est-ce que ça te dérange si je marche avec toi ?
Do you offer any all-day tours?,Proposez-vous des excursions d'une journée ?
Do you really think we can win?,Penses-tu vraiment que nous pouvons gagner ?
Do you really think we can win?,Pensez-vous réellement que nous pouvons gagner ?
Do you really want me to start?,Veux-tu vraiment que je commence ?
Do you really want to eat that?,Veux-tu vraiment manger ça ?
Do you really want to eat that?,Voulez-vous vraiment manger cela ?
Do you really want to go there?,Veux-tu vraiment aller là-bas ?
Do you really want to go there?,Voulez-vous vraiment y aller ?
Do you really want to go there?,Veux-tu vraiment y aller ?
Do you really want to go there?,Voulez-vous vraiment aller là-bas ?
Do you really want to help Tom?,Veux-tu vraiment aider Tom ?
Do you really want to help Tom?,Voulez-vous vraiment aider Tom ?
Do you take work home with you?,Emportez-vous du travail avec vous à la maison ?
Do you take work home with you?,Emportes-tu du travail avec toi à la maison ?
Do you think I should go alone?,Penses-tu que je devrais y aller seul ?
Do you think I should go alone?,Penses-tu que je devrais y aller seule ?
Do you think I should go alone?,Pensez-vous que je devrais y aller seul ?
Do you think I should go alone?,Pensez-vous que je devrais y aller seule ?
Do you think I want to do this?,Pensez-vous que je souhaite faire ceci ?
Do you think I want to do this?,Penses-tu que je veuille faire ça ?
Do you think Tom is still home?,Est-ce que tu penses que Tom est toujours à la maison ?
Do you think anyone can see me?,Penses-tu que quiconque puisse me voir ?
Do you think anyone can see me?,Pensez-vous que quiconque puisse me voir ?
Do you think anyone can see us?,Penses-tu que quiconque puisse nous voir ?
Do you think anyone can see us?,Pensez-vous que quiconque puisse nous voir ?
Do you think he will like that?,Penses-tu qu'il appréciera cela ?
Do you think he will like that?,Pensez-vous qu'il appréciera cela ?
Do you think our team will win?,Pensez-vous que notre équipe va gagner?
Do you think that Tom is happy?,Est-ce que tu penses que Tom est heureux ?
Do you think that Tom is happy?,Est-ce que vous pensez que Tom est heureux ?
Do you think that's the answer?,Penses-tu que c'est la réponse ?
Do you think that's the answer?,Pensez-vous que cela soit la réponse ?
Do you think you could help me?,Penses-tu pouvoir m'aider ?
Do you want a few more minutes?,Veux-tu quelques minutes de plus ?
Do you want a few more minutes?,Voulez-vous quelques minutes de plus ?
Do you want any of these books?,Veux-tu l'un de ces livres ?
Do you want me to believe that?,Voulez-vous me faire croire ça ?
Do you want me to believe that?,Veux-tu me faire croire ça ?
Do you want me to tell you why?,Veux-tu que je te dise pourquoi ?
Do you want me to tell you why?,Voulez-vous que je vous dise pourquoi ?
Do you want some hot chocolate?,Voulez-vous du chocolat chaud?
Do you want something to drink?,Veux-tu quelque chose à boire ?
Do you want to become a father?,Veux-tu devenir père ?
Do you want to become a father?,Voulez-vous devenir père ?
Do you want to do it right now?,Voulez-vous le faire immédiatement ?
Do you want to do it right now?,Veux-tu le faire immédiatement ?
Do you want to eat out tonight?,"Veux-tu dîner dehors, ce soir ?"
Do you want to eat out tonight?,"Voulez-vous souper à l'extérieur, ce soir ?"
Do you want to get out of here?,Voulez-vous sortir d'ici ?
Do you want to get out of here?,Veux-tu sortir d'ici ?
Do you want to go to the party?,Est-ce que tu veux aller à la soirée ?
Do you want to know who helped?,Veux-tu savoir qui a aidé ?
Do you want to rent your house?,Voulez-vous louer votre maison ?
Do you want to sell your house?,Souhaitez-vous vendre votre maison ?
Do you want to wait in the bar?,Est-ce que tu veux attendre au bar ?
Doctors are the worst patients.,Les médecins sont les pires patients.
Does Tom have a lot of friends?,Tom a-t-il beaucoup d'amis ?
Does Tom have an older brother?,Tom a-t-il un grand frère?
Does Tom speak French fluently?,Tom parle-t-il le français couramment ?
Does Tom still play the guitar?,Tom joue-t-il encore de la guitare ?
Does Tom talk to you in French?,Tom vous parle-t-il en français ?
Does Tom talk to you in French?,Est-ce que Tom te parle en français ?
Does anybody have a can opener?,Qui que ce soit a-t-il un ouvre-boîte ?
Does anyone want some more pie?,Quelqu'un veut encore un peu de tarte ?
Does anyone want some more pie?,Quelqu'un veut plus de tarte ?
Does he know that you love him?,Sait-il que tu l’aimes ?
Does someone here speak French?,Quelqu'un ici parle-t-il français ?
Does someone here speak French?,Y a-t-il quelqu'un ici qui parle français ?
Does someone here speak French?,Est-ce qu'il y a quelqu'un qui parle français ici ?
Does that make you feel better?,Est-ce que cela vous fait vous sentir mieux ?
Does that make you feel better?,Est-ce que cela te fait te sentir mieux ?
Does the end justify the means?,Est-ce que la fin justifie les moyens ?
Does the end justify the means?,La fin justifie-t-elle les moyens ?
Does this look familiar to you?,Cela te semble-t-il familier ?
Does this look familiar to you?,Cela vous semble-t-il familier ?
Doesn't that car look familiar?,Cette voiture ne semble-t-elle pas familière ?
Doesn't that car look familiar?,Cette voiture n'a-t-elle pas un air familier ?
Doesn't that strike you as odd?,Cela ne te vient-il pas à l'esprit que c'est bizarre ?
Doesn't that strike you as odd?,Cela ne vous vient-il pas à l'esprit que c'est bizarre ?
Doing that would be a bad idea.,Faire cela serait une mauvaise idée.
Don't be ashamed of being poor.,N'aie pas honte d'être pauvre.
Don't be fooled by appearances.,Ne vous laissez pas abuser par les apparences !
Don't be fooled by appearances.,Ne te laisse pas abuser par les apparences !
Don't be late for school again.,Ne sois pas encore en retard à l'école.
Don't blame the mistake on her.,Ne rejetez pas la faute sur elle.
Don't bother with what he said.,Ne vous tracassez pas de ce qu'il a dit.
Don't buy me any more presents.,Ne m'achète plus de cadeaux.
Don't buy me any more presents.,Ne m'achetez plus de cadeaux.
Don't call me so late at night.,"Ne m'appelez pas trop tard, le soir."
Don't cast pearls before swine.,Ne donnez pas de la confiture aux cochons.
Don't confuse desire with love.,Ne confonds pas le désir avec l’amour.
Don't do anything until I come.,Ne fais rien avant que je vienne.
Don't ever do that to me again.,Ne me refais jamais ça.
Don't ever do that to me again.,Ne me refaites plus jamais cela.
Don't expect any mercy from me.,Ne t'attends à aucune pitié de ma part.
Don't expect any mercy from me.,N'attendez aucune pitié de ma part.
Don't fix it if it ain't broke.,Ne le réparez pas si ce n'est pas cassé !
Don't forget that Tom is blind.,N'oublie pas que Tom est aveugle.
Don't forget to sign your name.,N'oubliez pas de signer.
Don't forget your water bottle.,N'oublie pas ta bouteille d'eau.
Don't forget your water bottle.,N'oubliez pas votre bouteille d'eau.
Don't give in to peer pressure.,Ne cède pas à la pression des pairs.
Don't give in to peer pressure.,Ne cédez pas à la pression de vos pairs.
Don't give it a second thought.,Fais-le sans réfléchir !
Don't give it a second thought.,Faites-le sans réfléchir !
Don't just take my word for it.,Ne me croyez pas juste sur parole.
"Don't just whine, do something!","Ne te contente pas de pleurer, fais quelque chose !"
"Don't just whine, do something!","Ne vous contentez pas de pleurer, faites quelque chose !"
Don't leave your things behind.,Ne laisse pas tes affaires derrière toi.
