English words/sentences,French words/sentences
They de-iced the bridge with salt.,Ils ont dé-verglacé le pont avec du sel.
They did away with the old system.,Ils se débarrassèrent de l'ancien système.
They did it in front of the staff.,Ils le firent devant le personnel.
They did it in front of the staff.,Elles le firent devant le personnel.
They did it in front of the staff.,Ils l'ont fait devant le personnel.
They did it in front of the staff.,Elles l'ont fait devant le personnel.
They did it in front of the staff.,Ils l'ont fait au vu et au su du personnel.
They did it in front of the staff.,Elles l'ont fait au vu et au su du personnel.
They didn't so much as hint at it.,Ils l'ont à peine mentionné.
They didn't want me to examine it.,Ils ne voulurent pas que je l'examine.
They didn't want me to examine it.,Elles ne voulurent pas que je l'examine.
They didn't want me to examine it.,Ils n'ont pas voulu que je l'examine.
They didn't want me to examine it.,Elles n'ont pas voulu que je l'examine.
They don't know that I'm Japanese.,Ils ne savent pas que je suis japonais.
They drive on the left in England.,Ils roulent à gauche en Angleterre.
They drive on the left in England.,On roule à gauche en Angleterre.
They forced him to tell the truth.,Ils le contraignirent à dire la vérité.
They got married three months ago.,Ils se sont mariés il y a trois mois.
They have three double rooms left.,Il leur reste trois chambres doubles.
They ironed out their differences.,Ils ont aplani les différences.
They just want to get to know you.,Ils veulent simplement faire ta connaissance.
They just want to get to know you.,Elles veulent simplement faire ta connaissance.
They just want to get to know you.,Ils veulent simplement faire votre connaissance.
They just want to get to know you.,Elles veulent simplement faire votre connaissance.
They laugh at him behind his back.,Ils rient dans son dos.
They lifted her above their heads.,Ils la soulevèrent au-dessus de leurs têtes.
They look like they're having fun.,On dirait qu'ils s'amusent bien.
They look like they're having fun.,Ils ont l'air de bien s'amuser.
They made me wait for a long time.,Ils m'ont fait attendre longtemps.
They made me wait for a long time.,Vous m'avez fait attendre longtemps.
They make good use of their rooms.,Ils font un bon usage de leurs chambres.
They make good use of their rooms.,Ils utilisent leurs chambres à bon escient.
They married when they were young.,Ils se sont mariés lorsqu'ils étaient jeunes.
They married when they were young.,Ils se sont mariés jeunes.
They married when they were young.,Elles se sont mariées lorsqu'elles étaient jeunes.
They married when they were young.,Elles se sont mariées jeunes.
They must have known it all along.,Ils doivent l'avoir su tout le temps.
They must have known it all along.,Elles doivent l'avoir su tout le temps.
They need to change their mindset.,Il faut qu'ils changent leur état d'esprit.
They need to change their mindset.,Il faut qu'elles changent leur état d'esprit.
They only sell women's shoes here.,On ne vend ici que des chaussures pour dames.
They parted with a firm handshake.,Ils se séparèrent sur une poignée de main ferme.
They plan to get married tomorrow.,Ils prévoient de se marier demain.
They planned their first vacation.,Ils ont planifié leurs premières vacances.
They relaxed in front of the fire.,Ils se détendirent face au feu.
They relaxed in front of the fire.,Elles se détendirent devant le feu.
They say that he is seriously ill.,On dit qu'il serait gravement malade.
They say that he knows the secret.,On dit qu'il connaît le secret.
They say that he knows the secret.,Ils disent qu'il connaît le secret.
They say that he knows the secret.,Elles disent qu'il connaît le secret.
They sell eggs at the supermarket.,Ils vendent des œufs au supermarché.
They spent the night on the beach.,Ils passèrent la nuit sur la plage.
They spent the night on the beach.,Ils ont passé la nuit sur la plage.
They stood on the top of the hill.,Ils se tenaient au haut de la colline.
They stood on the top of the hill.,Elles se tenaient au haut de la colline.
They teach Chinese at that school.,On enseigne le chinois dans cette école.
They thought they were invincible.,Ils se croyaient invincibles.
They thought they were invincible.,Elles se croyaient invincibles.
They wake up at six every morning.,Ils se lèvent à six heures tous les matins.
They want to know what's going on.,Ils veulent savoir ce qui se passe.
They want to know what's going on.,Elles veulent savoir ce qui se passe.
They want to talk to you a moment.,"Ils veulent vous parler, un moment."
They want to talk to you a moment.,"Elles veulent vous parler, un moment."
They want to tell you their story.,Ils veulent te raconter leur histoire.
They want to tell you their story.,Elles veulent vous raconter leur histoire.
They wanted to know what happened.,Ils voulaient savoir ce qui s'était passé.
They wanted to know what happened.,Ils voulaient savoir ce qui était arrivé.
They wanted to know what happened.,Elles voulaient savoir ce qui s'était passé.
They wanted to know what happened.,Elles voulaient savoir ce qui était arrivé.
They were all dressed in uniforms.,Ils arboraient tous des uniformes.
They were all dressed in uniforms.,Ils étaient tous en uniforme.
They were drinking dry white wine.,Ils étaient en train de boire du vin blanc sec.
They were high school sweethearts.,Ils étaient amoureux au lycée.
They were shoveling the snow away.,Ils pelletaient la neige.
They were sunbathing on the beach.,Ils étaient en train de se faire dorer sur la plage.
They were sunbathing on the beach.,Ils étaient en train de se faire bronzer sur la plage.
They wouldn't have recognized Tom.,Ils n'auraient pas reconnu Tom.
They're living in a fantasy world.,Elles vivent dans un monde de fantaisie.
They're two very different things.,Ce sont deux choses absolument différentes.
Things are getting out of control.,Les choses dégénèrent.
Things are starting to take shape.,Les choses commencent à prendre forme.
"Things happen for a reason, right?","Les choses arrivent pour une raison, n'est-ce pas ?"
This TV show is aimed at children.,Cette émission télé est destinée aux enfants.
This a very significant discovery.,C'est une découverte très importante.
This applies to your case as well.,Cela vous concerne aussi.
This applies to your case as well.,Cela s'applique aussi à vous.
This beef is very nice and tender.,Cette viande est très bonne et tendre.
This book is better than that one.,Ce livre est meilleur que celui-ci.
This book is better than that one.,Ce livre est meilleur que celui-là.
This book is mine. Where is yours?,Ce livre est le mien. Où est le tien ?
This book is mine. Where is yours?,Ce livre est à moi. Où est le tien ?
This book is mine. Where is yours?,Ce livre est le mien. Où est le vôtre ?
This book is mine. Where is yours?,Ce livre est à moi. Où est le vôtre ?
This book is too difficult for me.,Ce livre est trop difficile pour moi.
This bracelet is very inexpensive.,Ce bracelet est très bon marché.
This chair isn't very comfortable.,Cette chaise n'est pas très confortable.
This company sold unsafe products.,Cette société a vendu des produits dangereux.
This criminal is morally depraved.,Ce criminel est moralement dépravé.
This desk is better than that one.,Ce bureau est mieux que celui-là.
This desk is better than that one.,Ce bureau-ci est mieux que celui-là.
This doesn't make any sense to me.,Ça n'a pour moi aucun sens.
This dress would look good on you.,Cette robe t'irait bien.
This dress would look good on you.,Cette robe vous irait bien.
This fact shows that he is honest.,Ce fait indique qu'il est honnête.
This house and this land are mine.,Cette maison et ce terrain sont les miens.
This house has a solid foundation.,Cette maison a de solides fondations.
This idea is actually pretty good.,Cette idée est vraiment assez bonne.
This is a beautiful piece of meat.,C'est une belle pièce de viande.
This is a game for young children.,Ce jeu convient aux petits enfants.
This is a hard question to answer.,C'est une question à laquelle il est difficile de répondre.
This is a night I'll never forget.,C'est une nuit que je n'oublierai jamais.
This is a very entertaining story.,C'est une histoire très divertissante.
This is all that I know about him.,C'est tout ce que je sais de lui.
This is almost as good as fishing.,C'est presque aussi bien que la pêche.
This is exactly where it happened.,C'est exactement là que cela s'est produit.
This is how the accident happened.,C'est ainsi que s'est déroulé l'accident.
This is how the accident happened.,C'est ainsi que s'est passé l'accident.
This is how the accident happened.,C'est ainsi que l'accident est survenu.
This is my favorite pair of shoes.,C'est ma paire de chaussures préférée.
This is one of my favorite places.,C'est un de mes endroits préférés.
This is strictly a private matter.,Ceci est mon affaire purement privée.
This is the book I told you about.,C'est le livre dont je t'ai parlé.
This is the calm before the storm.,C’est le calme avant la tempête.
This is the place where Tom works.,C'est l'endroit où Tom travaille.
This is too good a chance to miss.,C'est une occasion trop belle pour la manquer.
This is too important to overlook.,C'est trop important pour le négliger.
This is why he got angry with you.,C'est la raison pour laquelle il s'est mis en colère contre vous.
This is why he got angry with you.,C'est la raison pour laquelle il s'est mis en colère contre toi.
This kind of work makes me hungry.,Ce genre de travail me donne faim.
This kind of work makes me hungry.,Ce genre de travail m'ouvre l'appétit.
This laptop computer is very thin.,Cet ordinateur portable est très fin.
This medicine has no side effects.,Ce médicament n'a pas d'effets secondaires.
